WTA.plate,Cell_IDs,Family_IDs,Pairs,exclusion,exclusion.criteria,control_group,key_pairs,Type.Exp,Look.Exp,Cells.batch,Relationship,Sister1,Sister2,Cousin1,Cousin2,chr_of_interest,event2,MN_rupt_time_simple,MN.Daughter,MN.Info,MN.rupture.timing..frame...to.total...frames.,comments_by_stam,notes,notes1,notes2,Chromosomal.event..infered.by.analysis.,Notes.on.analysis,Seg.CN.Ratio,imaging.plate,method.notes,treatment,LCM.exp,LookRNAseq.Exp,SS2.Exp,experimental_label,protocol,protocol2,LCM_found_conf,LCM_found_conf2,cDNA.amp,cDNA.amp2,cDNA.QC,further.cDNA.amp,BioA..further.cDNA.amp.,BioA,capture.time,lysis,Lysis.timing..lysis.time.after.time.of.last.cell.division.,Cell.Cycle...h..at.lysis.,X,video,division.timing..division.frame.....total...frames..,Sequencing.A,Sequencing.B,SeqQC_total_reads,SeqQC_._exonic_reads,SeqQC_._genes,mainGroup,abbr_group,cellType1,cellType2,cell.type,cell.type.1,original.384wp,Orig.Imag.384wp,final.384wp,Seq.date,Seq.platform,Seq.kit,filePath,filePath_2nd,Fastq_files,Fastq_files2,Fastq_files3,N_unmapped,N_multimapping,N_noFeature,N_ambiguous,geneCounts,th1,th5,th10,totalReads,WTA.plate2,NTA.plate,Nextera_plate
190705_4G,S186.1,S186,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3B6,,,11,7,2,8,71,10660,7610,5998,668744,190717_Nextera_3B6,190717_Nextera_3B6,
190705_4H,S187.1,S187,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3B7,,,12,7,1,9,70,10740,7512,5863,708842,190717_Nextera_3B7,190717_Nextera_3B7,
190705_5A,S188.1,S188,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3B8,,,10,7,1,10,72,10030,7142,5599,676046,190717_Nextera_3B8,190717_Nextera_3B8,
190705_5B,S189.1,S189,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3B9,,,9,7,1,11,73,9888,7091,5607,756296,190717_Nextera_3B9,190717_Nextera_3B9,
190705_5C,S190.1,S190,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3B10,,,9,7,1,11,72,9456,6824,5364,766394,190717_Nextera_3B10,190717_Nextera_3B10,
190705_5D,S191.1,S191,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3B11,,,9,6,2,12,72,9864,6942,5364,753326,190717_Nextera_3B11,190717_Nextera_3B11,
190705_5E,S192.1,S192,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3B12,,,8,6,2,10,74,10172,7744,6510,799631,190717_Nextera_3B12,190717_Nextera_3B12,
190705_5F,S193.1,S193,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3C1,,,13,7,2,8,69,10752,7566,5970,627990,190717_Nextera_3C1,190717_Nextera_3C1,
190705_5G,S194.1,S194,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3C2,,,16,8,2,8,66,9078,6350,5044,612732,190717_Nextera_3C2,190717_Nextera_3C2,
190705_6A,S195.1,S195,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3C3,,,14,8,2,9,67,10250,6587,4826,632531,190717_Nextera_3C3,190717_Nextera_3C3,
190705_6B,S196.1,S196,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3C4,,,10,7,2,10,71,10334,6878,5166,711486,190717_Nextera_3C4,190717_Nextera_3C4,
190705_6D,S197.1,S197,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3C5,,,13,8,2,9,68,10348,6952,5232,683694,190717_Nextera_3C5,190717_Nextera_3C5,
190705_6E,S198.1,S198,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3C6,,,8,6,2,9,75,10484,7692,6170,661897,190717_Nextera_3C6,190717_Nextera_3C6,
190705_6F,S199.1,S199,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3C7,,,12,7,2,8,70,10078,7331,6104,744890,190717_Nextera_3C7,190717_Nextera_3C7,
190705_6G,S200.1,S200,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3C8,,,9,6,2,9,74,10170,7598,6300,708179,190717_Nextera_3C8,190717_Nextera_3C8,
190705_6H,S201.1,S201,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3C9,,,8,6,2,10,73,10620,7568,5984,731090,190717_Nextera_3C9,190717_Nextera_3C9,
190705_7A,S202.1,S202,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3C10,,,9,7,2,10,72,10014,7375,5978,754440,190717_Nextera_3C10,190717_Nextera_3C10,
190705_7B,S203.1,S203,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3C11,,,10,7,2,10,70,10481,7234,5542,756406,190717_Nextera_3C11,190717_Nextera_3C11,
190705_7C,S204.1,S204,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3C12,,,9,7,2,10,72,10082,7032,5441,758547,190717_Nextera_3C12,190717_Nextera_3C12,
190705_7D,S205.1,S205,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3D1,,,10,7,2,10,72,10600,7028,5290,653206,190717_Nextera_3D1,190717_Nextera_3D1,
190705_7E,S206.1,S206,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3D2,,,10,7,2,9,72,10008,7204,5700,605389,190717_Nextera_3D2,190717_Nextera_3D2,
190705_7F,S207.1,S207,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3D3,,,11,7,2,9,72,10727,7516,5869,612726,190717_Nextera_3D3,190717_Nextera_3D3,
190705_7G,S208.1,S208,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3D4,,,10,7,2,9,72,11115,7830,6120,630546,190717_Nextera_3D4,190717_Nextera_3D4,
190705_8B,S209.1,S209,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3D5,,,10,7,2,10,72,10184,6776,5050,673176,190717_Nextera_3D5,190717_Nextera_3D5,
190705_8D,S210.1,S210,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3D6,,,10,7,2,10,71,10993,7372,5559,682582,190717_Nextera_3D6,190717_Nextera_3D6,
190705_8E,S211.1,S211,,exclude3_QC,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3D7,,,99,0,0,0,0,274,42,23,685872,190717_Nextera_3D7,190717_Nextera_3D7,
190705_8F,S212.1,S212,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3D8,,,10,7,3,9,72,10790,7818,6300,706215,190717_Nextera_3D8,190717_Nextera_3D8,
190705_8H,S213.1,S213,,,,Tri12_facs,tri12,tri12_LookSeq,190503_FACS_tri12,,,NA,NA,NA,NA,,tri12_FACS,,,,,,,,,,,,,FACS sorted in lysis buf- frozen lysates,,,190503_FACS_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3D9,,,10,7,3,9,72,10259,7620,6194,713182,190717_Nextera_3D9,190717_Nextera_3D9,
201215_9E,F244.1,F244,201215_(9E9F)9G9H,exclude3,capturing_confidence_pairing,,Gen2,LookSeq2,201215_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/0+0,NA,NA,,,,,,,diploid cousin,No MN event or MN effect,,,,,,201215_noco_LiveSeq,NA,,,,5,5,19x,19x,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1A1,,,6,4,3,10,77,10848,8702,7829,2192496,,,
201215_9F,F244.2,F244,201215_(9E9F)9G9H,exclude3,capturing_confidence_pairing,,Gen2,,201215_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/0+0,NA,NA,,,,,,,diploid cousin,No MN event or MN effect,,,,,,201215_noco_LiveSeq,NA,,,,3,3,19x,19x,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1A2,,,8,6,2,11,73,11204,8784,7768,2064500,,,
201215_9G,F244.3,F244,201215_(9E9F)9G9H,exclude3,capturing_confidence_pairing,,Gen2,,201215_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/0+0,NA,NA,,,,,,,diploid daughter,No MN event or MN effect,,,,,,201215_noco_LiveSeq,NA,,,,3,3,19x,19x,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1A3,,,14,7,3,9,68,12017,9291,8179,2010084,,,
201215_9H,F244.4,F244,201215_(9E9F)9G9H,exclude3,capturing_confidence_pairing,,Gen2,,201215_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/0+0,NA,NA,,,,,,,diploid daughter,No MN event or MN effect,,,,,,201215_noco_LiveSeq,NA,,,,3,3,19x,19x,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1A4,,,13,6,3,9,70,11542,8985,7858,1948878,,,
210104_1A,F245.1,F245,210104_1A(1B1C),exclude3,exclude unless we get family info. But definitely defective. ,,Gen2,LookSeq2,210104_noco_LiveSeq,,c1,0,0,1,NA,,noco->1+0->0+0/0,G2,NA,,G2r?,,aunt (did not divide),,,chr12 monosomic aunt,?,,,,,,210104_noco_LiveSeq,NA,,,,5,5,19x,19x,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,aunt (did not divide),,,,,,,,210801_NTA_1A5,,,12,6,3,10,69,9737,7233,6454,2051420,,,
210104_1B,F245.2,F245,210104_1A(1B1C),exclude3,exclude unless we get family info. But definitely defective. ,,Gen2,,210104_noco_LiveSeq,,B,0,1,0,NA,,noco->1+0->0+0/0,G2,NA,,G2r?,,,,,chr12 monosomic daughter,?,,,,,,210104_noco_LiveSeq,NA,,,,5,5,19x,19x,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1A6,,,7,4,2,10,76,9672,7590,6908,1807913,,,
210104_1C,F245.3,F245,210104_1A(1B1C),exclude3,exclude unless we get family info. But definitely defective. ,,Gen2,,210104_noco_LiveSeq,,A,1,0,0,NA,,noco->1+0->0+0/0,G2,NA,,G2r?,,,,,chr12 disomic daughter,?,,,,,,210104_noco_LiveSeq,NA,,,,5,5,19x,19x,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1A7,,,7,5,2,11,75,10621,8382,7444,1994224,,,
210104_1D,F246.1,F246,210104_(1D1E)1F1G,exclude3,capturing_close,,Gen2,,210104_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/0+0,G1,NA,,G1r (also PNrupt),,close to other cell,,,diploid cousin,?,,,,,close to other cell,210104_noco_LiveSeq,NA,,,,5,5,19x,19x,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1A8,,,5,4,2,11,78,9576,7616,6932,1897502,,,
210104_1E,F246.2,F246,210104_(1D1E)1F1G,exclude3,capturing_close,,Gen2,,210104_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/0+0,G1,NA,,G1r (also PNrupt),,,,,diploid cousin,?,,,,,,210104_noco_LiveSeq,NA,,,,5,5,19x,19x,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1A9,,,6,4,2,10,77,9865,7811,7022,1873516,,,
210104_1F,F246.3,F246,210104_(1D1E)1F1G,exclude3,capturing_close,,Gen2,,210104_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/0+0,G1,NA,,G1r (also PNrupt),,failed to capture??,,,Cell of Interest is low QC,From barchart this cell seems to be partially defective or fully defective over one arm,,,,,failed to capture??,210104_noco_LiveSeq,NA,,,,5,5,19x,19x,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1A10,,,16,8,11,7,58,6398,2952,2530,2794762,,,
210104_1G,F246.4,F246,210104_(1D1E)1F1G,exclude3,capturing_close,,Gen2,,210104_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/0+0,G1,NA,,G1r (also PNrupt),,,,,diploid daughter,?,,,,,,210104_noco_LiveSeq,NA,,,,5,5,19x,19x,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1A11,,,7,5,2,10,76,10580,8316,7500,2218428,,,
210104_1H,F247.1,F247,210104_(1H2A)2B2C,exclude3,,,Gen2,,210104_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/0+0,G2,NA,,fr112 (G2),,,,,chr1 diploid cousin,normal ,,,,,,210104_noco_LiveSeq,NA,,,,5,5,19x,19x,NA,NA,NA,,,,,,NA,,fr136/????,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1A12,,,6,4,3,11,76,9707,7610,6861,2108015,,,
210104_2A,F247.2,F247,210104_(1H2A)2B2C,exclude3,,,Gen2,,210104_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/0+0,G2,NA,,fr112 (G2),,,,,chr1 diploid cousin,normal ,,,,,,210104_noco_LiveSeq,NA,,,,5,5,19x,19x,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1B1,,,14,7,2,9,69,10452,7964,7048,2037556,,,
210104_2B,F247.3,F247,210104_(1H2A)2B2C,exclude3,,,Gen2,,210104_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/0+0,G2,NA,,G2r: fr112 (mit: fr136),,close to other cell,,,chr1 diploid partial transcription throughout,fragmentation of MN chr1 to both cells,,,,,close to other cell,210104_noco_LiveSeq,NA,,,,5,5,19x,19x,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1B2,,,14,6,2,10,68,8283,5848,5306,1970462,,,
210104_2C,F247.4,F247,210104_(1H2A)2B2C,exclude3,,,Gen2,,210104_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/0+0,G2,NA,,G2r: fr112 (mit: fr136),,close to other cell,,,chr1 diploid partial transcription throughout,fragmentation of MN chr1 to both cells,,,,,close to other cell,210104_noco_LiveSeq,NA,,,,5,5,19x,19x,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1B3,,,15,6,4,8,66,9762,7258,6532,2161624,,,
210104_2D,F248.1,F248,210104_(2D2E)2F2G,exclude3,secQC/no_pairing,,Gen2,,210104_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/2+0,S/G2,NA,,S/G2r?: fr20 (mit: fr67),,,,,,,,,,,,210104_noco_LiveSeq,NA,,,,5,5,19x,19x,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1B4,,,14,7,3,8,68,11895,9069,7836,1984439,,,
210104_2E,F248.2,F248,210104_(2D2E)2F2G,exclude3,secQC/no_pairing,,Gen2,,210104_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/2+0,S/G2,NA,,S/G2r?: fr20 (mit: fr67),,2x MN,,,,,,,,,,210104_noco_LiveSeq,NA,,,,5,5,19x,19x,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,2x MN,,,,,,,,210801_NTA_1B5,,,13,6,3,9,68,11806,9168,8074,2174734,,,
210104_2F,F248.3,F248,210104_(2D2E)2F2G,exclude3,secQC/no_pairing,,Gen2,,210104_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/2+0,S/G2,NA,,S/G2r?: fr20 (mit: fr67),,,,,,,,,,,,210104_noco_LiveSeq,NA,,,,5,5,19x,19x,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1B6,,,12,6,3,9,69,11140,8570,7522,1985300,,,
210111_3A,F249.1,F249,210111_(3A3B)3C3D,exclude3,,,Gen2,,210111_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/0+0,G1,NA,,G1r: fr11 (mit: fr141),,close to other cell,,,chr2 looks like full defect disomy not monosomy,?,,,,,close to other cell,210111_noco_LiveSeq,NA,,,,5,5,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1B11,,,6,5,5,10,75,11268,8914,7997,2007146,,,
210111_3B,F249.2,F249,210111_(3A3B)3C3D,exclude3,,,Gen2,,210111_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/0+0,G1,NA,,G1r: fr11 (mit: fr141),,close to other cell,,,chr2 looks like partial defective disomy,?,,,,,close to other cell,210111_noco_LiveSeq,NA,,,,5,5,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1B12,,,7,5,2,11,74,8591,6407,5872,2607806,,,
210111_3C,F249.3,F249,210111_(3A3B)3C3D,exclude3,,,Gen2,,210111_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+0->0+0/0+0,G1,NA,,G1r: fr11 (mit: fr141),,,,,chr2 looks like partial defective trisomy,Non-standard scenario. Potentially fragmentation in gen1?,,,,,,210111_noco_LiveSeq,NA,,,,5,5,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,,,,,,,,,,,210801_NTA_1C1,,,15,7,13,7,58,10220,7628,6815,2287504,,,
